club,elo,club_clean,snapshot_date
Sligo,1202.16577148,sligo,2022-09-01
Universitatea Cluj,1199.94421387,universitatea cluj,2022-09-01
Breidablik,1199.22119141,breidablik,2022-09-01
KR Reykjavik,1197.22351074,kr reykjavik,2022-09-01
Batumi,1194.85473633,batumi,2022-09-01
Mioveni,1194.48852539,mioveni,2022-09-01
Partizani Tirana,1194.13256836,partizani tirana,2022-09-01
Lamia,1193.16003418,lamia,2022-09-01
Mynai,1190.20581055,mynai,2022-09-01
Laci,1189.63391113,laci,2022-09-01
Vasas SC,1186.73278809,vasas sc,2022-09-01
Valmieras,1185.91174316,valmieras,2022-09-01
Derry City,1183.45483398,derry city,2022-09-01
Saburtalo,1182.44445801,saburtalo,2022-09-01
Dinamo Brest,1182.36901855,dinamo brest,2022-09-01
Borac Banja Luka,1182.30078125,borac banja luka,2022-09-01
Vllaznia,1180.96862793,vllaznia,2022-09-01
Gomel,1179.98132324,gomel,2022-09-01
Zlatibor,1170.36499023,zlatibor,2022-09-01
Sundsvall,1170.33886719,sundsvall,2022-09-01
Pyunik,1168.9375,pyunik,2022-09-01
Mladost Lucani,1168.62133789,mladost lucani,2022-09-01
Dila Gori,1166.95568848,dila gori,2022-09-01
Radnik Surdulica,1159.93408203,radnik surdulica,2022-09-01
Flora Tallinn,1158.47265625,flora tallinn,2022-09-01
Dinamo Tbilisi,1156.62890625,dinamo tbilisi,2022-09-01
Lok Sofia,1148.28723145,lok sofia,2022-09-01
Drita,1145.20129395,drita,2022-09-01
Kolubara Lazarevac,1144.22900391,kolubara lazarevac,2022-09-01
Tirana,1143.49523926,tirana,2022-09-01
Panevezys,1142.21899414,panevezys,2022-09-01
Tabor Sezana,1141.4744873,tabor sezana,2022-09-01
Neman Grodno,1135.42504883,neman grodno,2022-09-01
Alashkert,1135.28271484,alashkert,2022-09-01
Krusevac,1126.4342041,krusevac,2022-09-01
The New Saints,1125.05529785,the new saints,2022-09-01
Torpedo Zhodino,1122.17504883,torpedo zhodino,2022-09-01
Hamrun,1120.29455566,hamrun,2022-09-01
Botev Vratsa,1119.18273926,botev vratsa,2022-09-01
Ararat,1117.88134766,ararat,2022-09-01
Kauno Zalgiris,1116.91308594,kauno zalgiris,2022-09-01
Akademija Pandev,1115.34338379,akademija pandev,2022-09-01
Makedonija,1114.55419922,makedonija,2022-09-01
Isloch,1110.18225098,isloch,2022-09-01
Linfield,1108.98913574,linfield,2022-09-01
Septemvri Sofia,1107.43310547,septemvri sofia,2022-09-01
Ivanjica,1102.39221191,ivanjica,2022-09-01
Hebar,1094.22644043,hebar,2022-09-01
Nova Gorica,1093.33581543,nova gorica,2022-09-01
Blagoevgrad,1091.78540039,blagoevgrad,2022-09-01
Slavia Mozyr,1089.78771973,slavia mozyr,2022-09-01
Larne,1083.03833008,larne,2022-09-01
Kragujevac,1079.04760742,kragujevac,2022-09-01
Shkupi,1076.86486816,shkupi,2022-09-01
Crusaders,1069.94824219,crusaders,2022-09-01
Spartak Varna,1067.68664551,spartak varna,2022-09-01
Gzira United,1066.56506348,gzira united,2022-09-01
Slutsk,1064.73083496,slutsk,2022-09-01
Cliftonville,1064.0670166,cliftonville,2022-09-01
Mladost Novi Sad,1063.15136719,mladost novi sad,2022-09-01
FK Vitebsk,1061.87255859,fk vitebsk,2022-09-01
Floriana,1061.70251465,floriana,2022-09-01
Klaksvik,1060.84399414,klaksvik,2022-09-01
Differdang,1059.37841797,differdang,2022-09-01
Dudelange,1058.93481445,dudelange,2022-09-01
Hibernians Paola,1056.67126465,hibernians paola,2022-09-01
Zvyazda BDU,1053.49304199,zvyazda bdu,2022-09-01
Paide Linnameeskond,1053.22802734,paide linnameeskond,2022-09-01
Ballkani,1051.10058594,ballkani,2022-09-01
Fola Esch,1043.79589844,fola esch,2022-09-01
R Letzebuerg,1043.50744629,r letzebuerg,2022-09-01
Llapi,1033.90698242,llapi,2022-09-01
FK Minsk,1032.57800293,fk minsk,2022-09-01
Bala,1029.06164551,bala,2022-09-01
KF Gjilani,1027.64587402,kf gjilani,2022-09-01
FC Infonet,1026.06140137,fc infonet,2022-09-01
Danilovgrad,1024.41430664,danilovgrad,2022-09-01
Podgorica,1016.31286621,podgorica,2022-09-01
Decic,1013.12762451,decic,2022-09-01
Newtown AFC,1012.68884277,newtown afc,2022-09-01
HB Torshavn,1009.15106201,hb torshavn,2022-09-01
Gota,1007.57183838,gota,2022-09-01
B 36 Torshavn,1006.89526367,b 36 torshavn,2022-09-01
Sutjeska,1006.2611084,sutjeska,2022-09-01
Dnepr Mogilev,995.197998047,dnepr mogilev,2022-09-01
Bobruisk,992.72857666,bobruisk,2022-09-01
Dzarzhynsk,989.416870117,dzarzhynsk,2022-09-01
Lincoln,975.141601562,lincoln,2022-09-01
St Josephs,934.38067627,st josephs,2022-09-01
College Europa,930.532409668,college europa,2022-09-01
FCB Magpies,876.982666016,fcb magpies,2022-09-01
Escaldes,817.701660156,escaldes,2022-09-01
Escale,809.117614746,escale,2022-09-01
Atletic Club Escaldes,806.766845703,atletic club escaldes,2022-09-01
Tre Fiori,740.920227051,tre fiori,2022-09-01
Tre Penne,691.764404297,tre penne,2022-09-01
La Fiorita,670.178100586,la fiorita,2022-09-01
