club,elo,club_clean,snapshot_date
Mynai,1180.37927246,mynai,2023-09-01
Borac Banja Luka,1180.14990234,borac banja luka,2023-09-01
Batumi,1178.2746582,batumi,2023-09-01
Dundalk,1176.00512695,dundalk,2023-09-01
Egnatia,1174.42944336,egnatia,2023-09-01
Shamrock,1173.89001465,shamrock,2023-09-01
Ballkani,1172.87023926,ballkani,2023-09-01
Torpedo Kutaisi,1171.62963867,torpedo kutaisi,2023-09-01
Vllaznia,1169.25964355,vllaznia,2023-09-01
St Patricks,1167.4251709,st patricks,2023-09-01
Iasi,1166.10791016,iasi,2023-09-01
Dinamo Bucuresti,1164.66308594,dinamo bucuresti,2023-09-01
Ararat,1160.66955566,ararat,2023-09-01
Rudes Zagreb,1160.6574707,rudes zagreb,2023-09-01
Beroe Stara Zagora,1160.5411377,beroe stara zagora,2023-09-01
Radnik Surdulica,1159.52355957,radnik surdulica,2023-09-01
Botev Plovdiv,1155.78112793,botev plovdiv,2023-09-01
Tirana,1155.55859375,tirana,2023-09-01
Valmieras,1153.99584961,valmieras,2023-09-01
Novi Pazar,1153.97436523,novi pazar,2023-09-01
Banants,1152.08911133,banants,2023-09-01
Mladost Lucani,1151.35791016,mladost lucani,2023-09-01
Levski Krumovgrad,1148.68444824,levski krumovgrad,2023-09-01
Klaksvik,1148.47021484,klaksvik,2023-09-01
Hamrun,1145.34057617,hamrun,2023-09-01
Neman Grodno,1139.85681152,neman grodno,2023-09-01
Panevezys,1138.43078613,panevezys,2023-09-01
Dinamo Tbilisi,1134.5390625,dinamo tbilisi,2023-09-01
Hebar,1133.34521484,hebar,2023-09-01
Flora Tallinn,1131.42407227,flora tallinn,2023-09-01
Struga,1122.38134766,struga,2023-09-01
Zlatibor,1121.6550293,zlatibor,2023-09-01
Linfield,1119.01037598,linfield,2023-09-01
Aluminij,1112.64599609,aluminij,2023-09-01
Hegelmann,1112.26757812,hegelmann,2023-09-01
Nis,1109.84118652,nis,2023-09-01
Makedonija,1105.08398438,makedonija,2023-09-01
Torpedo Zhodino,1104.54260254,torpedo zhodino,2023-09-01
Shkupi,1102.18518066,shkupi,2023-09-01
Krusevac,1101.38793945,krusevac,2023-09-01
Kauno Zalgiris,1099.0090332,kauno zalgiris,2023-09-01
Lok Sofia,1094.49353027,lok sofia,2023-09-01
Kragujevac,1092.98168945,kragujevac,2023-09-01
Etar,1092.90405273,etar,2023-09-01
IMT,1092.47998047,imt,2023-09-01
Niedercorn,1092.47595215,niedercorn,2023-09-01
Rogaska,1091.63183594,rogaska,2023-09-01
Gzira United,1091.49047852,gzira united,2023-09-01
Ivanjica,1090.78723145,ivanjica,2023-09-01
Botev Vratsa,1087.19042969,botev vratsa,2023-09-01
Balzan,1086.40185547,balzan,2023-09-01
Crusaders,1086.08044434,crusaders,2023-09-01
Dudelange,1085.82019043,dudelange,2023-09-01
Dukagjini,1084.37695312,dukagjini,2023-09-01
Swift Hesperange,1079.76623535,swift hesperange,2023-09-01
The New Saints,1079.25256348,the new saints,2023-09-01
Birkirkara,1078.01794434,birkirkara,2023-09-01
Differdang,1073.77246094,differdang,2023-09-01
Blagoevgrad,1072.42773438,blagoevgrad,2023-09-01
Glentoran,1066.91369629,glentoran,2023-09-01
B 36 Torshavn,1066.84960938,b 36 torshavn,2023-09-01
KF Gjilani,1062.39404297,kf gjilani,2023-09-01
Larne,1055.97705078,larne,2023-09-01
Zeleznicar Pancevo,1042.0090332,zeleznicar pancevo,2023-09-01
HB Torshavn,1041.53735352,hb torshavn,2023-09-01
Gota,1026.86169434,gota,2023-09-01
Trans Narva,1017.82794189,trans narva,2023-09-01
Paide Linnameeskond,1013.82318115,paide linnameeskond,2023-09-01
Arsenal Tivat,1012.71374512,arsenal tivat,2023-09-01
FC Infonet,1001.38671875,fc infonet,2023-09-01
Haverfordwest,989.730102539,haverfordwest,2023-09-01
Connahs Quay,982.006530762,connahs quay,2023-09-01
Podgorica,977.909179688,podgorica,2023-09-01
Sutjeska,963.651672363,sutjeska,2023-09-01
Penybont,962.094421387,penybont,2023-09-01
Lincoln,950.542419434,lincoln,2023-09-01
College Europa,907.217163086,college europa,2023-09-01
Santa Coloma,898.331298828,santa coloma,2023-09-01
Escaldes,880.996765137,escaldes,2023-09-01
FCB Magpies,859.597900391,fcb magpies,2023-09-01
Atletic Club Escaldes,844.898071289,atletic club escaldes,2023-09-01
Cosmos,696.616455078,cosmos,2023-09-01
Tre Penne,685.460083008,tre penne,2023-09-01
La Fiorita,666.000732422,la fiorita,2023-09-01
